"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","74","REG-CWV-021 — expanded URL click opens Performance Detail in new tab","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","138","REG-CWV-030 — right-nav Filters open and Apply Filters works (sample)","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","1992","REG-CWV-003 — Performance by Page table headers include Page Name and CWV metrics","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","5942","REG-CJA-027 — combination: tab switches + filters open/close without overlay block","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","10196","REG-CJA-022 — apply Time Period Last 7 days refreshes page","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","1721","REG-CJA-014 — Path Analytics Paths vs Pages toggle shows table data under each tab","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Customer Journey Analysis","regression_tests\US2\business-insights\improve-traffic\customer-journey-analysis\customer.journey.analysis.regression.spec.ts","",""
"","1811","REG-MO-009 — time lookback presets are unique and non-blank","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","5206","REG-MO-036 — Traffic Medium table headers and formatting","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","1220","REG-MO-003 — Sitewide Totals and at least one marketing widget render","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
"","62","REG-CWV-019 — Copy URL icon copies expanded URL to clipboard","chromium-regression","2026-07-31","skipped","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","7348","REG-CWV-010 — top filter combo: Browser = Safari","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Core Web Vitals (VitalScope)","regression_tests\US2\business-insights\improve-traffic\core-web-vitals\core.web.vitals.regression.spec.ts","",""
"","10","REG-MO-018 — Viewing mode keeps widget edit/drag controls inactive","chromium-regression","2026-07-31","passed","2026-07-31","US2 Regression — Marketing Overview","regression_tests\US2\business-insights\improve-traffic\marketing-overview\marketing.overview.regression.spec.ts","",""
